Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Line,O/U,DK,FD
19252,Nick Calathes,26-035,G,3/14/2015,MEM,,MIL,W,0,17,2,3,0.667,2,2,1.000,0,1,0.00,0,0,,0,3,3,4,1,0,2,2,4,4.6,-6.5,183.5,14.75,13.60
19353,Vince Carter,38-074,G-F,4/10/2015,MEM,@,UTA,W,0,15,1,6,0.167,0,2,0.000,1,4,0.25,1,2,0.50,0,1,1,5,1,0,1,4,4,2,-2.5,175.5,14.75,13.70
20286,Jon Leuer,25-236,F,1/5/2015,MEM,,NYK,W,0,15,1,3,0.333,1,3,0.333,0,0,,1,2,0.50,1,6,7,3,0,0,3,0,3,2.5,-14,188.5,14.75,12.90
14566,Shawne Williams,28-334,F,1/16/2015,MIA,@,SAC,W,0,18,2,2,1.000,1,1,1.000,1,1,1.00,2,2,1.00,0,5,5,1,0,0,1,2,7,6.8,3,191,14.75,13.50
16438,Chris Andersen,36-278,F,4/11/2015,MIA,,TOR,L,0,13,2,4,0.500,1,3,0.333,1,1,1.00,1,2,0.50,1,4,5,0,0,1,0,0,6,6.2,-3.5,197,14.75,14.00
18195,Justin Hamilton,24-253,C,12/10/2014,MIA,@,DEN,L,1,22,2,5,0.400,2,5,0.400,0,0,,0,0,,3,4,7,0,0,1,0,1,4,4.9,6,202.5,14.75,14.40
24896,Shabazz Napier,23-191,G,1/21/2015,MIA,@,CHO,L,0,22,0,4,0.000,0,3,0.000,0,1,0.00,0,0,,1,4,5,4,2,0,3,1,0,0.5,6,184,14.75,13.00
10716,Kendall Marshall,23-123,G,12/20/2014,MIL,@,LAC,L,0,18,4,6,0.667,3,3,1.000,1,3,0.33,1,2,0.50,0,1,1,3,0,0,3,0,10,6.4,10,210,14.75,12.70
12775,Jerryd Bayless,26-125,G,12/23/2014,MIL,,CHO,L,0,22,4,7,0.571,4,6,0.667,0,1,0.00,0,0,,0,1,1,4,0,0,1,3,8,5.6,-5.5,197,14.75,14.20
13208,Zaza Pachulia,30-288,C,11/25/2014,MIL,,DET,W,0,18,4,8,0.500,4,8,0.500,0,0,,0,0,,4,1,5,1,0,0,2,3,8,4.6,-3.5,190,14.75,13.50
14468,Zaza Pachulia,30-302,C,12/9/2014,MIL,@,OKC,L,0,30,3,5,0.600,3,5,0.600,0,0,,1,1,1.00,0,1,1,5,0,0,2,4,7,4.9,10,201,14.75,13.70
18011,Zaza Pachulia,30-282,C,11/19/2014,MIL,@,BRK,W,0,29,2,7,0.286,2,7,0.286,0,0,,0,0,,2,3,5,1,1,1,2,5,4,0.6,6.5,198.5,14.75,13.50
8999,Anthony Bennett,21-259,F,11/28/2014,MIN,@,LAL,W,0,20,5,8,0.625,5,8,0.625,0,0,,1,3,0.33,1,2,3,1,0,0,3,1,11,5.2,5.5,213,14.75,13.10
15854,Zach LaVine,19-347,G,2/20/2015,MIN,,PHO,W,0,11,2,4,0.500,2,4,0.500,0,0,,2,3,0.67,1,0,1,3,2,0,2,4,6,4.8,-1.5,207,14.75,13.70
16442,Adreian Payne,24-051,F,4/11/2015,MIN,@,GSW,L,1,29,2,4,0.500,2,4,0.500,0,0,,2,4,0.50,1,2,3,3,1,0,3,5,6,2.6,20,214.5,14.75,13.10
16651,Andrew Wiggins,19-248,G-F,10/29/2014,MIN,@,MEM,L,1,19,2,5,0.400,1,4,0.250,1,1,1.00,1,2,0.50,1,2,3,1,2,0,2,4,6,3.3,7.5,197,14.75,13.10
17398,Zach LaVine,19-326,G,1/30/2015,MIN,@,PHI,L,1,25,2,4,0.500,1,3,0.333,1,1,1.00,0,0,,0,3,3,3,1,0,2,3,5,3.8,-4.5,193,14.75,13.10
18109,Anthony Bennett,21-245,F,11/14/2014,MIN,@,NOP,L,0,17,1,4,0.250,1,4,0.250,0,0,,2,2,1.00,0,3,3,2,0,2,0,2,4,4.5,8,206,14.75,14.60
21129,Jeff Adrien,28-298,F,12/5/2014,MIN,,HOU,L,0,16,1,3,0.333,1,3,0.333,0,0,,0,0,,1,2,3,2,1,2,0,1,2,5,7,205,14.75,14.60
9280,Ryan Anderson,26-258,F,1/19/2015,NOP,@,NYK,L,1,37,4,17,0.235,1,4,0.250,3,13,0.23,0,0,,0,1,1,0,0,1,2,0,11,-0.3,-7.5,193.5,14.75,12.20
11194,Norris Cole,26-167,G,3/29/2015,NOP,,MIN,W,0,27,4,7,0.571,4,5,0.800,0,2,0.00,2,4,0.50,0,1,1,3,0,0,2,1,10,5.9,-13,197,14.75,13.70
12617,Austin Rivers,22-116,G,11/25/2014,NOP,,SAC,L,0,27,2,6,0.333,2,5,0.400,0,1,0.00,4,4,1.00,1,2,3,2,0,0,0,2,8,6.5,-6.5,199.5,14.75,14.60
14948,Austin Rivers,22-088,G,10/28/2014,NOP,,ORL,W,0,20,2,5,0.400,2,3,0.667,0,2,0.00,3,6,0.50,0,1,1,3,1,0,0,1,7,6.1,-9,191,14.75,14.70
15804,Omer Asik,28-218,C,2/7/2015,NOP,,CHI,L,1,24,3,8,0.375,3,8,0.375,0,0,,0,0,,3,4,7,0,0,0,0,0,6,4.9,2,193.5,14.75,14.40
16018,Omer Asik,28-187,C,1/7/2015,NOP,@,CHO,L,1,21,1,3,0.333,1,3,0.333,0,0,,4,6,0.67,3,4,7,0,0,0,0,3,6,5.6,-4.5,191,14.75,14.40
16808,Luke Babbitt,25-151,F,11/18/2014,NOP,@,SAC,W,0,20,2,3,0.667,1,2,0.500,1,1,1.00,0,0,,0,3,3,1,0,2,0,4,5,5.1,3,204,14.75,14.10
17209,Omer Asik,28-215,C,2/4/2015,NOP,,OKC,L,1,21,1,3,0.333,1,3,0.333,0,0,,3,5,0.60,4,3,7,0,0,1,2,1,5,4.5,-4,192.5,14.75,13.40
11901,Iman Shumpert,24-159,G,12/2/2014,NYK,,BRK,L,1,23,4,11,0.364,3,7,0.429,1,4,0.25,0,0,,0,1,1,2,1,0,2,3,9,2.4,1,193.5,14.75,13.20
12556,Pablo Prigioni,37-189,G,11/22/2014,NYK,,PHI,W,0,27,3,5,0.600,1,2,0.500,2,3,0.67,0,0,,1,2,3,2,0,0,2,1,8,6,-11,198.5,14.75,12.60
14806,Tim Hardaway,23-025,G,4/10/2015,NYK,,MIL,L,1,25,2,7,0.286,1,4,0.250,1,3,0.33,2,3,0.67,0,5,5,1,1,0,5,1,7,0.3,11,189,14.75,11.50
17253,Cole Aldrich,26-103,C,2/11/2015,NYK,@,ORL,L,0,13,2,7,0.286,2,7,0.286,0,0,,1,2,0.50,1,2,3,0,2,1,0,1,5,4.1,6,187,14.75,14.60
21647,Shane Larkin,22-119,G,1/29/2015,NYK,@,IND,L,0,18,1,4,0.250,1,3,0.333,0,1,0.00,0,0,,1,2,3,5,1,0,1,2,2,3.6,8,187.5,14.75,14.10
21949,Quincy Acy,24-069,F,12/14/2014,NYK,,TOR,L,1,31,1,3,0.333,1,3,0.333,0,0,,0,0,,2,3,5,3,1,0,0,2,2,4.9,6.5,200.5,14.75,14.50
11003,D.J. Augustin,27-128,G,3/18/2015,OKC,,BOS,W,0,21,3,5,0.600,3,3,1.000,0,2,0.00,4,4,1.00,0,1,1,2,1,0,3,0,10,7.4,-6.5,212,14.75,13.20
11351,Sebastian Telfair,29-165,G,11/21/2014,OKC,,BRK,L,0,14,3,8,0.375,2,4,0.500,1,4,0.25,2,2,1.00,0,1,1,3,0,0,1,2,9,5.2,-1.5,187,14.75,13.70
13125,Dion Waiters,23-071,G,2/19/2015,OKC,,DAL,W,0,27,4,9,0.444,4,8,0.500,0,1,0.00,0,0,,0,1,1,3,1,0,2,3,8,3.5,-5,213.5,14.75,13.70
15702,Perry Jones,23-124,F,1/26/2015,OKC,,MIN,W,1,24,2,6,0.333,2,4,0.500,0,2,0.00,2,2,1.00,0,3,3,1,0,2,1,0,6,4.6,-13.5,206,14.75,14.10
18456,Kendrick Perkins,30-060,C,1/9/2015,OKC,,UTA,W,0,25,2,4,0.500,2,4,0.500,0,0,,0,0,,1,6,7,1,0,1,3,2,4,2.1,-11.5,197.5,14.75,12.90
21933,Kendrick Perkins,30-027,C,12/7/2014,OKC,@,DET,W,0,22,1,4,0.250,1,4,0.250,0,0,,0,0,,2,5,7,2,1,0,2,4,2,1.3,-10,194,14.75,13.40
8500,Luke Ridnour,33-330,G,1/9/2015,ORL,@,LAL,L,0,25,5,10,0.500,3,7,0.429,2,3,0.67,0,0,,0,1,1,1,0,0,2,4,12,4.4,1.5,198.5,14.75,12.70
13559,Maurice Harkless,21-310,G-F,3/17/2015,ORL,@,HOU,L,0,18,3,7,0.429,2,5,0.400,1,2,0.50,1,4,0.25,5,0,5,0,0,0,0,2,8,5.8,11,207,14.75,14.00
13918,Dewayne Dedmon,25-102,C,11/22/2014,ORL,,MIA,L,0,10,3,6,0.500,3,6,0.500,0,0,,1,1,1.00,4,1,5,0,0,1,1,1,7,6.4,1.5,191.5,14.75,14.00
16744,Channing Frye,31-188,F-C,11/21/2014,ORL,@,CHO,W,1,23,1,4,0.250,0,1,0.000,1,3,0.33,2,2,1.00,0,3,3,1,0,2,0,3,5,4.4,4,191,14.75,14.10
20325,Kyle O'Quinn,24-319,C,2/8/2015,ORL,,CHI,L,0,23,1,7,0.143,1,3,0.333,0,4,0.00,1,2,0.50,1,4,5,3,0,1,2,3,3,-0.4,6.5,197.5,14.75,13.50
11083,Glenn Robinson III,21-093,F,4/11/2015,PHI,@,CHI,L,0,25,3,7,0.429,2,3,0.667,1,4,0.25,3,4,0.75,1,2,3,1,0,0,2,3,10,4.7,15.5,195,14.75,13.10
12280,JaKarr Sampson,22-009,F,3/29/2015,PHI,@,CLE,L,0,17,4,7,0.571,3,5,0.600,1,2,0.50,0,0,,0,3,3,1,0,0,0,1,9,6.9,17,200,14.75,14.10
12736,JaKarr Sampson,21-274,F,12/19/2014,PHI,,CHO,L,0,20,2,2,1.000,2,2,1.000,0,0,,4,4,1.00,1,4,5,0,0,1,3,2,8,6.2,4.5,192.5,14.75,13.00
12864,Robert Covington,24-024,F,1/7/2015,PHI,,MIL,L,1,33,1,11,0.091,0,2,0.000,1,9,0.11,5,6,0.83,0,3,3,0,2,0,3,2,8,-0.6,7,195.5,14.75,12.60
12878,Henry Sims,24-288,C,1/9/2015,PHI,@,BRK,W,1,18,4,10,0.400,4,10,0.400,0,0,,0,0,,2,1,3,2,0,0,0,1,8,5.3,10.5,190.5,14.75,14.60
13015,JaKarr Sampson,21-316,F,1/30/2015,PHI,,MIN,W,1,17,3,5,0.600,3,3,1.000,0,2,0.00,2,2,1.00,0,1,1,1,1,1,0,1,8,8,4.5,193,14.75,14.70
14276,Luc Mbah a Moute,28-137,F,1/24/2015,PHI,@,MEM,L,1,24,3,9,0.333,3,6,0.500,0,3,0.00,1,2,0.50,0,7,7,0,0,0,2,2,7,0.8,18,190,14.75,13.40
14513,Hollis Thompson,23-289,F,1/17/2015,PHI,@,DET,L,0,19,3,7,0.429,2,3,0.667,1,4,0.25,0,0,,0,3,3,0,1,1,1,3,7,3.7,13,195,14.75,13.60
14712,Thomas Robinson,23-364,F,3/16/2015,PHI,@,BOS,L,0,15,2,5,0.400,2,5,0.400,0,0,,3,4,0.75,0,5,5,0,0,1,1,1,7,4.7,8.5,195.5,14.75,14.00
15889,Luc Mbah a Moute,28-052,F,10/31/2014,PHI,@,MIL,L,0,25,2,5,0.400,2,3,0.667,0,2,0.00,2,4,0.50,1,2,3,2,1,0,0,1,6,5.8,8.5,204,14.75,14.60
16299,Jerami Grant,20-364,F,3/11/2015,PHI,,CHI,L,0,20,1,5,0.200,0,1,0.000,1,4,0.25,3,6,0.50,0,3,3,2,1,0,1,2,6,3.2,6.5,189,14.75,13.60
17088,Jerami Grant,20-310,F,1/16/2015,PHI,,NOP,W,0,25,2,5,0.400,1,4,0.250,1,1,1.00,0,0,,0,3,3,0,2,1,1,4,5,3.3,6.5,191,14.75,13.60
18983,Larry Drew,24-334,G,2/2/2015,PHI,@,CLE,L,0,24,2,7,0.286,2,3,0.667,0,4,0.00,0,0,,0,1,1,5,2,0,4,2,4,0.9,17,195.5,14.75,12.70
19300,Furkan Aldemir,23-223,F-C,3/20/2015,PHI,,NYK,W,0,16,2,3,0.667,2,3,0.667,0,0,,0,0,,2,7,9,0,0,0,1,3,4,4,-5.5,188.5,14.75,13.80
8992,Archie Goodwin,20-103,G,11/28/2014,PHO,@,DEN,L,0,15,4,9,0.444,4,9,0.444,0,0,,3,4,0.75,1,2,3,0,0,0,0,1,11,6.8,2,215.5,14.75,14.60
11450,Anthony Tolliver,29-190,C,12/8/2014,PHO,@,LAC,L,0,24,3,7,0.429,0,2,0.000,3,5,0.60,0,0,,0,3,3,1,0,0,2,1,9,4.5,7.5,216,14.75,12.10
14482,Gerald Green,28-328,F,12/20/2014,PHO,@,NYK,W,0,19,3,9,0.333,2,3,0.667,1,6,0.17,0,0,,0,3,3,3,1,0,6,1,7,-0.5,-6,199.5,14.75,11.10
15980,Miles Plumlee,26-104,F,12/14/2014,PHO,@,OKC,L,1,24,3,7,0.429,3,7,0.429,0,0,,0,0,,4,3,7,0,0,0,0,1,6,5.6,7.5,211,14.75,14.40
18820,Marcus Morris,25-059,F,10/31/2014,PHO,,SAS,W,1,22,2,8,0.250,2,4,0.500,0,4,0.00,0,0,,0,3,3,2,1,1,0,2,4,2.4,1,208,14.75,14.60
19125,Brandan Wright,27-150,F,3/4/2015,PHO,@,ORL,W,0,23,2,6,0.333,2,6,0.333,0,0,,0,0,,2,1,3,2,1,1,0,1,4,5,-4.5,202,14.75,14.60
21437,P.J. Tucker,29-247,F,1/7/2015,PHO,@,MIN,W,1,27,1,5,0.200,1,1,1.000,0,4,0.00,0,0,,1,8,9,0,0,1,1,1,2,1.3,-8,216,14.75,13.80
22571,Archie Goodwin,20-236,G,4/10/2015,PHO,@,NOP,L,0,22,1,4,0.250,1,2,0.500,0,2,0.00,0,0,,1,4,5,1,3,0,2,3,2,2,9,194,14.75,13.50
9103,Chris Kaman,32-231,C,12/15/2014,POR,,SAS,W,0,20,4,6,0.667,4,6,0.667,0,0,,3,4,0.75,1,2,3,0,0,0,0,2,11,8.5,-8.5,194.5,14.75,14.60
11115,C.J. McCollum,23-197,G,4/4/2015,POR,,NOP,W,0,26,4,9,0.444,3,7,0.429,1,2,0.50,1,2,0.50,0,1,1,2,0,0,0,2,10,5.8,-5.5,193,14.75,14.20
13866,Allen Crabbe,22-217,G,11/12/2014,POR,@,DEN,W,1,18,2,6,0.333,1,2,0.500,1,4,0.25,2,2,1.00,2,1,3,0,1,1,1,3,7,4.8,2.5,208.5,14.75,13.60
15990,Chris Kaman,32-235,C,12/19/2014,POR,@,SAS,W,0,18,2,5,0.400,2,5,0.400,0,0,,2,2,1.00,2,3,5,1,1,0,2,2,6,4.5,4.5,197,14.75,13.50
16624,Allen Crabbe,22-349,G,3/24/2015,POR,,GSW,L,0,23,2,7,0.286,1,3,0.333,1,4,0.25,1,2,0.50,0,1,1,2,2,0,0,2,6,4.4,7,204.5,14.75,14.20
23083,Steve Blake,34-245,G,10/29/2014,POR,,OKC,W,0,20,0,4,0.000,0,1,0.000,0,3,0.00,1,2,0.50,1,4,5,5,0,0,0,1,1,2.8,-9,198.5,14.75,14.50
9491,Ben McLemore,21-282,G,11/20/2014,SAC,,CHI,W,1,30,4,6,0.667,1,2,0.500,3,4,0.75,0,0,,0,1,1,0,1,0,2,2,11,6.9,-3,195.5,14.75,12.20
10355,Ray McCallum,23-206,G,1/4/2015,SAC,@,DET,L,0,20,5,6,0.833,5,6,0.833,0,0,,0,0,,0,1,1,1,1,0,0,2,10,9,3.5,209.5,14.75,14.70
16207,Ray McCallum,23-264,G,3/3/2015,SAC,@,NYK,W,1,28,2,7,0.286,2,7,0.286,0,0,,2,2,1.00,0,3,3,4,0,0,2,0,6,3.6,-4.5,202,14.75,13.60
17786,Omri Casspi,26-275,F,3/24/2015,SAC,,PHI,W,1,25,2,6,0.333,1,3,0.333,1,3,0.33,0,0,,1,4,5,1,1,0,1,2,5,3.4,-8.5,206.5,14.75,13.50
19137,Andre Miller,38-350,G,3/4/2015,SAC,@,SAS,L,0,18,1,3,0.333,1,2,0.500,0,1,0.00,2,2,1.00,0,3,3,4,1,0,2,0,4,5,10.5,207,14.75,13.60
22085,Jason Thompson,28-100,F,10/29/2014,SAC,,GSW,L,1,21,1,3,0.333,1,3,0.333,0,0,,0,0,,2,5,7,0,2,1,4,3,2,0.7,4.5,206,14.75,12.40
9570,Marco Belinelli,28-316,G,2/4/2015,SAS,,ORL,W,0,17,4,6,0.667,1,2,0.500,3,4,0.75,0,0,,0,1,1,1,0,0,1,0,11,8.4,-13.5,201,14.75,12.70
10108,Aron Baynes,27-354,C,11/28/2014,SAS,,SAC,W,0,14,5,6,0.833,5,6,0.833,0,0,,0,0,,1,2,3,1,0,0,1,3,10,7.6,-10.5,194.5,14.75,14.10
10274,Boris Diaw,32-265,F-C,1/6/2015,SAS,,DET,L,0,22,3,5,0.600,2,4,0.500,1,1,1.00,3,5,0.60,1,2,3,1,0,0,2,0,10,6.9,-8,200.5,14.75,13.10
13203,Tony Parker,32-186,G,11/19/2014,SAS,@,CLE,W,1,34,2,7,0.286,2,6,0.333,0,1,0.00,4,6,0.67,0,1,1,3,1,0,2,3,8,3.3,1.5,200,14.75,13.70
16525,Jeff Ayres,27-339,F,4/3/2015,SAS,,DEN,W,0,9,2,3,0.667,2,3,0.667,0,0,,2,2,1.00,1,4,5,0,1,1,3,1,6,4.9,-13,208.5,14.75,13.00
16849,Aron Baynes,27-362,C,12/6/2014,SAS,,MIN,W,0,20,2,2,1.000,2,2,1.000,0,0,,1,1,1.00,0,5,5,0,0,2,1,3,5,5.1,-14,202,14.75,14.00
17549,Patrick Mills,26-211,G,3/10/2015,SAS,,TOR,W,0,11,2,6,0.333,1,2,0.500,1,4,0.25,0,0,,0,3,3,4,0,0,1,1,5,3.9,-7,204.5,14.75,13.60
18985,Aron Baynes,28-057,C,2/4/2015,SAS,,ORL,W,0,14,2,3,0.667,2,3,0.667,0,0,,0,0,,3,6,9,0,0,0,1,3,4,4.4,-13.5,201,14.75,13.80
9452,Kyle Lowry,28-333,G,2/21/2015,TOR,@,HOU,L,1,37,2,13,0.154,2,6,0.333,0,7,0.00,7,10,0.70,0,1,1,4,0,0,7,5,11,-4.4,2,210,14.75,11.20
17977,James Johnson,27-279,F,11/26/2014,TOR,@,ATL,W,0,20,2,4,0.500,2,3,0.667,0,1,0.00,0,0,,1,0,1,1,1,3,0,3,4,5.3,-3.5,204.5,14.75,14.70
19456,Terrence Ross,24-058,G,4/4/2015,TOR,,BOS,L,1,30,1,3,0.333,0,0,,1,3,0.33,1,2,0.50,1,6,7,1,0,0,0,0,4,5.1,-2.5,208.5,14.75,13.90
20897,Amir Johnson,27-198,F,11/15/2014,TOR,,UTA,W,1,23,0,1,0.000,0,1,0.000,0,0,,2,2,1.00,1,2,3,2,1,2,0,0,2,6.4,-11.5,201.5,14.75,14.60
8473,Steve Novak,31-243,F,2/11/2015,UTA,@,DAL,L,0,12,4,6,0.667,0,0,,4,6,0.67,0,0,,0,1,1,0,0,0,1,2,12,7.9,5,200.5,14.75,12.20
14871,Rodney Hood,22-159,G-F,3/28/2015,UTA,,OKC,W,1,29,3,8,0.375,2,4,0.500,1,4,0.25,0,1,0.00,0,3,3,0,1,1,1,2,7,3,6,199.5,14.75,13.60
17706,Gordon Hayward,25-013,F,4/5/2015,UTA,@,SAC,W,1,20,2,11,0.182,1,8,0.125,1,3,0.33,0,0,,0,5,5,3,0,0,3,0,5,-1.3,1.5,190,14.75,12.50
17970,Trevor Booker,26-354,F,11/14/2014,UTA,@,NYK,W,0,21,2,3,0.667,2,3,0.667,0,0,,0,0,,2,5,7,1,0,1,3,6,4,1.6,3.5,191,14.75,12.90
18962,Trevor Booker,27-058,F,1/22/2015,UTA,@,MIL,W,0,25,1,4,0.250,0,2,0.000,1,2,0.50,1,2,0.50,2,1,3,3,1,0,0,2,4,5.2,8.5,185,14.75,14.10
19117,Jeremy Evans,27-130,F,3/3/2015,UTA,@,MEM,W,0,12,2,3,0.667,2,3,0.667,0,0,,0,0,,1,6,7,0,0,1,0,1,4,5.5,7,180.5,14.75,14.40
8170,Kevin Seraphin,25-041,F,1/17/2015,WAS,@,BRK,W,0,16,5,7,0.714,5,7,0.714,0,0,,2,4,0.50,0,1,1,0,0,1,1,4,12,6.7,-5.5,190.5,14.75,14.20
10477,Kevin Seraphin,25-049,F,1/25/2015,WAS,@,DEN,W,0,14,5,9,0.556,5,9,0.556,0,0,,0,0,,2,1,3,1,0,0,1,4,10,5.5,-3.5,203.5,14.75,14.10
10896,Paul Pierce,37-144,F-G,3/6/2015,WAS,,MIA,W,1,22,4,9,0.444,2,3,0.667,2,6,0.33,0,0,,0,3,3,1,0,0,3,0,10,3.9,-6,193,14.75,12.10
11567,DeJuan Blair,25-252,F,12/30/2014,WAS,@,DAL,L,0,12,4,6,0.667,4,6,0.667,0,0,,1,2,0.50,1,4,5,0,0,0,1,1,9,6.5,5,210,14.75,14.00
12002,Rasual Butler,35-277,G-F,2/24/2015,WAS,,GSW,L,0,22,4,7,0.571,3,4,0.750,1,3,0.33,0,0,,2,1,3,1,0,0,0,1,9,7.7,6.5,203.5,14.75,14.10
12080,Rasual Butler,35-288,G-F,3/7/2015,WAS,@,MIL,L,0,36,3,11,0.273,2,4,0.500,1,7,0.14,2,2,1.00,0,3,3,1,0,1,4,3,9,-0.4,4.5,186.5,14.75,12.10
12793,Rasual Butler,35-218,G-F,12/27/2014,WAS,,BOS,W,0,29,3,9,0.333,2,5,0.400,1,4,0.25,1,1,1.00,0,3,3,2,0,0,1,1,8,3.8,-9.5,205,14.75,13.60
13435,Ramon Sessions,28-326,G,3/3/2015,WAS,@,CHI,L,0,15,1,6,0.167,1,4,0.250,0,2,0.00,6,7,0.86,1,0,1,3,1,0,2,0,8,5.6,-1.5,187,14.75,13.70
17523,Ramon Sessions,28-329,G,3/6/2015,WAS,,MIA,W,0,13,2,5,0.400,2,3,0.667,0,2,0.00,1,1,1.00,0,3,3,2,2,0,2,2,5,3.8,-6,193,14.75,13.60
18551,Kris Humphries,29-349,F,1/21/2015,WAS,,OKC,L,0,19,1,3,0.333,1,3,0.333,0,0,,2,2,1.00,2,7,9,0,0,0,1,2,4,4,-1,207.5,14.75,13.80
18586,Kevin Seraphin,25-048,F,1/24/2015,WAS,@,POR,L,0,17,2,5,0.400,2,5,0.400,0,0,,0,0,,1,2,3,1,2,1,1,3,4,3.8,-3.5,195,14.75,14.10
19962,Rasual Butler,35-225,G-F,1/3/2015,WAS,@,SAS,L,0,19,1,7,0.143,0,4,0.000,1,3,0.33,0,0,,1,4,5,1,0,2,1,1,3,1.1,5.5,194.5,14.75,13.50
22995,Garrett Temple,28-191,G,11/15/2014,WAS,,ORL,W,1,23,0,3,0.000,0,2,0.000,0,1,0.00,1,2,0.50,0,3,3,4,1,1,0,3,1,2.7,-9,194.5,14.75,14.60
10930,John Jenkins,24-005,G,3/11/2015,ATL,@,DEN,L,0,10,3,4,0.750,1,1,1.000,2,3,0.67,2,2,1.00,0,2,2,1,0,0,1,0,10,8.7,-7,207.5,14.50,12.90
11657,Dennis Schroder,21-123,G,1/16/2015,ATL,@,TOR,W,0,18,4,6,0.667,4,6,0.667,0,0,,1,1,1.00,0,0,0,4,0,0,1,0,9,8.2,-2,206,14.50,14.00
12048,Mike Scott,26-230,F,3/3/2015,ATL,,HOU,W,0,14,4,10,0.400,3,5,0.600,1,5,0.20,0,0,,2,2,4,0,0,0,0,0,9,5.6,-8.5,199,14.50,13.80
14108,Mike Scott,26-144,F,12/7/2014,ATL,,DEN,W,0,17,2,6,0.333,1,5,0.200,1,1,1.00,2,2,1.00,0,2,2,2,1,0,1,1,7,5.2,-6,211,14.50,13.40
7007,Evan Turner,26-046,G,12/12/2014,BOS,,NYK,L,1,36,6,11,0.545,6,9,0.667,0,2,0.00,1,1,1.00,0,2,2,1,0,0,5,5,13,2,-6,203,14.50,11.90
13041,Brandon Bass,29-245,F,12/31/2014,BOS,,SAC,W,0,17,3,7,0.429,3,7,0.429,0,0,,2,2,1.00,2,2,4,1,0,0,0,3,8,5.8,2,211.5,14.50,14.30
13818,Brandon Bass,29-182,F,10/29/2014,BOS,,BRK,W,0,16,4,7,0.571,4,6,0.667,0,1,0.00,0,0,,1,1,2,1,2,0,3,0,8,5.4,-1,193.5,14.50,12.90
14856,Kelly Olynyk,23-342,F,3/27/2015,BOS,@,NYK,W,0,17,2,5,0.400,2,3,0.667,0,2,0.00,3,4,0.75,2,2,4,1,0,1,2,4,7,3.7,-10.5,194,14.50,13.30
15262,Kelly Olynyk,23-230,F,12/5/2014,BOS,,LAL,W,0,21,2,6,0.333,1,3,0.333,1,3,0.33,1,2,0.50,0,4,4,1,0,1,1,3,6,2.6,-3,219,14.50,13.30
15743,Jeff Green,28-125,F,12/31/2014,BOS,,SAC,W,1,24,2,6,0.333,2,5,0.400,0,1,0.00,2,3,0.67,0,4,4,1,0,1,0,2,6,4,2,211.5,14.50,14.30
16310,Jae Crowder,24-250,F,3/13/2015,BOS,,ORL,W,0,21,2,7,0.286,0,3,0.000,2,4,0.50,0,0,,0,6,6,0,0,0,0,2,6,2.9,-5,195.5,14.50,13.20
17007,Evan Turner,26-070,G,1/5/2015,BOS,,CHO,L,1,20,2,5,0.400,2,5,0.400,0,0,,1,2,0.50,0,2,2,4,1,0,2,4,5,2.7,-5.5,198.5,14.50,13.40
19114,Shavlik Randolph,31-099,F,3/3/2015,BOS,@,CLE,L,0,13,2,6,0.333,2,5,0.400,0,1,0.00,0,0,,2,2,4,1,1,1,0,1,4,4.6,11,210.5,14.50,14.30
20618,Jae Crowder,24-272,F,4/4/2015,BOS,@,TOR,W,0,30,1,4,0.250,1,2,0.500,0,2,0.00,1,2,0.50,0,4,4,3,0,1,0,5,3,2.2,2.5,208.5,14.50,14.30
12478,Jarrett Jack,31-015,G,11/12/2014,BRK,@,PHO,L,0,24,2,4,0.500,2,3,0.667,0,1,0.00,4,4,1.00,0,2,2,3,1,0,5,1,8,4.3,4.5,207.5,14.50,11.90
16638,Bojan Bogdanovic,25-339,G-F,3/23/2015,BRK,,BOS,L,0,26,3,14,0.214,3,10,0.300,0,4,0.00,0,0,,3,3,6,1,0,0,1,0,6,0.1,-5,203.5,14.50,13.70
17526,E'Twaun Moore,26-006,F,3/6/2015,CHI,@,IND,L,0,23,1,4,0.250,1,3,0.333,0,1,0.00,3,4,0.75,0,2,2,1,2,1,1,3,5,4,6,186.5,14.50,13.90
17727,E'Twaun Moore,26-034,F,4/3/2015,CHI,,DET,W,0,22,2,7,0.286,1,5,0.200,1,2,0.50,0,0,,1,1,2,2,1,1,1,3,5,2.8,-9.5,196.5,14.50,13.40
9916,Cody Zeller,22-024,F,10/29/2014,CHO,,MIL,W,0,20,3,6,0.500,3,6,0.500,0,0,,5,5,1.00,1,1,2,0,1,0,2,3,11,6.8,-8,193,14.50,13.40
10225,Marvin Williams,28-179,F,12/15/2014,CHO,@,CLE,L,0,30,4,6,0.667,2,2,1.000,2,4,0.50,0,0,,0,2,2,0,0,1,2,1,10,6.3,10.5,197,14.50,12.40
10284,P.J. Hairston,21-364,G-F,12/23/2014,CHO,@,MIL,W,0,17,4,7,0.571,2,3,0.667,2,4,0.50,0,0,,0,2,2,0,1,0,2,2,10,5.5,5.5,197,14.50,12.40
